##;ENG;ENG;ENG;ENG;ENG;ENG;ENG;ENG;;;X;
PROV0;(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);;;x;
PROV5506;Subulussalam;Subulussalam;Subulussalam;Subulussalam;Subulussalam;Subulussalam;Subulussalam;Subulussalam;;;X;
PROV5507;Lhokseumawe;Lhokseumawe;Lhokseumawe;Lhokseumawe;Lhokseumawe;Lhokseumawe;Lhokseumawe;Lhokseumawe;;;X;
PROV5508;Sinabang;Sinabang;Sinabang;Sinabang;Sinabang;Sinabang;Sinabang;Sinabang;;;X;
PROV5509;Tanjungbalai;Tanjungbalai;Tanjungbalai;Tanjungbalai;Tanjungbalai;Tanjungbalai;Tanjungbalai;Tanjungbalai;;;X;
PROV5510;Padang Sidempuan;Padang Sidempuan;Padang Sidempuan;Padang Sidempuan;Padang Sidempuan;Padang Sidempuan;Padang Sidempuan;Padang Sidempuan;;;X;
PROV5511;Sibolga;Sibolga;Sibolga;Sibolga;Sibolga;Sibolga;Sibolga;Sibolga;;;X;
PROV5512;Balige;Balige;Balige;Balige;Balige;Balige;Balige;Balige;;;X;
PROV5513;Pulau Tello;Pulau Tello;Pulau Tello;Pulau Tello;Pulau Tello;Pulau Tello;Pulau Tello;Pulau Tello;;;X;
PROV5514;Sawang Tungko;Sawang Tungko;Sawang Tungko;Sawang Tungko;Sawang Tungko;Sawang Tungko;Sawang Tungko;Sawang Tungko;;;X;
PROV5515;Payakumbuh;Payakumbuh;Payakumbuh;Payakumbuh;Payakumbuh;Payakumbuh;Payakumbuh;Payakumbuh;;;X;
PROV5516;Painan;Painan;Painan;Painan;Painan;Painan;Painan;Painan;;;X;
PROV5517;Rengat;Rengat;Rengat;Rengat;Rengat;Rengat;Rengat;Rengat;;;X;
PROV5518;Taluk Kuantan;Taluk Kuantan;Taluk Kuantan;Taluk Kuantan;Taluk Kuantan;Taluk Kuantan;Taluk Kuantan;Taluk Kuantan;;;X;
PROV5519;Dumai;Dumai;Dumai;Dumai;Dumai;Dumai;Dumai;Dumai;;;X;
PROV5520;Siak Sri Indrapura;Siak Sri Indrapura;Siak Sri Indrapura;Siak Sri Indrapura;Siak Sri Indrapura;Siak Sri Indrapura;Siak Sri Indrapura;Siak Sri Indrapura;;;X;
PROV5521;Muara Tembesi;Muara Tembesi;Muara Tembesi;Muara Tembesi;Muara Tembesi;Muara Tembesi;Muara Tembesi;Muara Tembesi;;;X;
PROV5522;Sungaipenuh;Sungaipenuh;Sungaipenuh;Sungaipenuh;Sungaipenuh;Sungaipenuh;Sungaipenuh;Sungaipenuh;;;X;
PROV5523;Kuala Tungkal;Kuala Tungkal;Kuala Tungkal;Kuala Tungkal;Kuala Tungkal;Kuala Tungkal;Kuala Tungkal;Kuala Tungkal;;;X;
PROV5524;Muara Beliti;Muara Beliti;Muara Beliti;Muara Beliti;Muara Beliti;Muara Beliti;Muara Beliti;Muara Beliti;;;X;
PROV5525;Pagar Alam;Pagar Alam;Pagar Alam;Pagar Alam;Pagar Alam;Pagar Alam;Pagar Alam;Pagar Alam;;;X;
PROV5526;Prabumulih;Prabumulih;Prabumulih;Prabumulih;Prabumulih;Prabumulih;Prabumulih;Prabumulih;;;X;
PROV5527;Sekayu;Sekayu;Sekayu;Sekayu;Sekayu;Sekayu;Sekayu;Sekayu;;;X;
PROV5528;Kayu Agung;Kayu Agung;Kayu Agung;Kayu Agung;Kayu Agung;Kayu Agung;Kayu Agung;Kayu Agung;;;X;
PROV5529;Mukomuko;Mukomuko;Mukomuko;Mukomuko;Mukomuko;Mukomuko;Mukomuko;Mukomuko;;;X;
PROV5530;Barhau;Barhau;Barhau;Barhau;Barhau;Barhau;Barhau;Barhau;;;X;
PROV5531;Kota Agung Pusat;Kota Agung Pusat;Kota Agung Pusat;Kota Agung Pusat;Kota Agung Pusat;Kota Agung Pusat;Kota Agung Pusat;Kota Agung Pusat;;;X;
PROV5532;Daik;Daik;Daik;Daik;Daik;Daik;Daik;Daik;;;X;
PROV5533;Tanjungpinang;Tanjungpinang;Tanjungpinang;Tanjungpinang;Tanjungpinang;Tanjungpinang;Tanjungpinang;Tanjungpinang;;;X;
PROV5534;Kudus;Kudus;Kudus;Kudus;Kudus;Kudus;Kudus;Kudus;;;X;
PROV5535;Semarang;Semarang;Semarang;Semarang;Semarang;Semarang;Semarang;Semarang;;;X;
PROV5536;Cilacap;Cilacap;Cilacap;Cilacap;Cilacap;Cilacap;Cilacap;Cilacap;;;X;
PROV5537;Batavia;Batavia;Batavia;Batavia;Batavia;Batavia;Batavia;Batavia;;;X;
PROV5538;Serang;Serang;Serang;Serang;Serang;Serang;Serang;Serang;;;X;
PROV5539;Bandung;Bandung;Bandung;Bandung;Bandung;Bandung;Bandung;Bandung;;;X;
PROV5540;Cirebon;Cirebon;Cirebon;Cirebon;Cirebon;Cirebon;Cirebon;Cirebon;;;X;
PROV5541;Yogyakarta;Yogyakarta;Yogyakarta;Yogyakarta;Yogyakarta;Yogyakarta;Yogyakarta;Yogyakarta;;;X;
PROV5542;Surabaya;Surabaya;Surabaya;Surabaya;Surabaya;Surabaya;Surabaya;Surabaya;;;X;
PROV5543;Malang;Malang;Malang;Malang;Malang;Malang;Malang;Malang;;;X;
PROV5544;Bangkalan;Bangkalan;Bangkalan;Bangkalan;Bangkalan;Bangkalan;Bangkalan;Bangkalan;;;X;
PROV5545;Salatiga;Salatiga;Salatiga;Salatiga;Salatiga;Salatiga;Salatiga;Salatiga;;;X;
PROV5546;Kediri;Kediri;Kediri;Kediri;Kediri;Kediri;Kediri;Kediri;;;X;
PROV5547;Madiun;Madiun;Madiun;Madiun;Madiun;Madiun;Madiun;Madiun;;;X;
PROV5548;Singaraja;Singaraja;Singaraja;Singaraja;Singaraja;Singaraja;Singaraja;Singaraja;;;X;
PROV5549;Bima;Bima;Bima;Bima;Bima;Bima;Bima;Bima;;;X;
PROV5550;Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;;;X;
PROV5551;Sumbawa Besar;Sumbawa Besar;Sumbawa Besar;Sumbawa Besar;Sumbawa Besar;Sumbawa Besar;Sumbawa Besar;Sumbawa Besar;;;X;
PROV5552;Waingapu;Waingapu;Waingapu;Waingapu;Waingapu;Waingapu;Waingapu;Waingapu;;;X;
PROV5553;Ende;Ende;Ende;Ende;Ende;Ende;Ende;Ende;;;X;
PROV5554;Kupang;Kupang;Kupang;Kupang;Kupang;Kupang;Kupang;Kupang;;;X;
PROV5555;Dili;Dili;Dili;Dili;Dili;Dili;Dili;Dili;;;X;
PROV5556;Bajawa;Bajawa;Bajawa;Bajawa;Bajawa;Bajawa;Bajawa;Bajawa;;;X;
PROV5557;Kalabahi;Kalabahi;Kalabahi;Kalabahi;Kalabahi;Kalabahi;Kalabahi;Kalabahi;;;X;
PROV5558;Soe;Soe;Soe;Soe;Soe;Soe;Soe;Soe;;;X;
PROV5559;Vila Salazar;Vila Salazar;Vila Salazar;Vila Salazar;Vila Salazar;Vila Salazar;Vila Salazar;Vila Salazar;;;X;
PROV5560;Vila Taveiro;Vila Taveiro;Vila Taveiro;Vila Taveiro;Vila Taveiro;Vila Taveiro;Vila Taveiro;Vila Taveiro;;;X;
PROV5561;Makassar;Makassar;Makassar;Makassar;Makassar;Makassar;Makassar;Makassar;;;X;
PROV5562;Palu;Palu;Palu;Palu;Palu;Palu;Palu;Palu;;;X;
PROV5563;Kendari;Kendari;Kendari;Kendari;Kendari;Kendari;Kendari;Kendari;;;X;
PROV5564;Manado;Manado;Manado;Manado;Manado;Manado;Manado;Manado;;;X;
PROV5565;Benteng;Benteng;Benteng;Benteng;Benteng;Benteng;Benteng;Benteng;;;X;
PROV5566;Kepulauan Sabalana;Kepulauan Sabalana;Kepulauan Sabalana;Kepulauan Sabalana;Kepulauan Sabalana;Kepulauan Sabalana;Kepulauan Sabalana;Kepulauan Sabalana;;;X;
PROV5567;Palopo;Palopo;Palopo;Palopo;Palopo;Palopo;Palopo;Palopo;;;X;
PROV5568;Polewali;Polewali;Polewali;Polewali;Polewali;Polewali;Polewali;Polewali;;;X;
PROV5569;Parepare;Parepare;Parepare;Parepare;Parepare;Parepare;Parepare;Parepare;;;X;
PROV5570;Bau-Bau;Bau-Bau;Bau-Bau;Bau-Bau;Bau-Bau;Bau-Bau;Bau-Bau;Bau-Bau;;;X;
PROV5571;Kolaka;Kolaka;Kolaka;Kolaka;Kolaka;Kolaka;Kolaka;Kolaka;;;X;
PROV5572;Poso;Poso;Poso;Poso;Poso;Poso;Poso;Poso;;;X;
PROV5573;Kolonodale;Kolonodale;Kolonodale;Kolonodale;Kolonodale;Kolonodale;Kolonodale;Kolonodale;;;X;
PROV5574;Luwuk;Luwuk;Luwuk;Luwuk;Luwuk;Luwuk;Luwuk;Luwuk;;;X;
PROV5575;Tolitoli;Tolitoli;Tolitoli;Tolitoli;Tolitoli;Tolitoli;Tolitoli;Tolitoli;;;X;
PROV5576;Gorontalo;Gorontalo;Gorontalo;Gorontalo;Gorontalo;Gorontalo;Gorontalo;Gorontalo;;;X;
PROV5577;Tahuna;Tahuna;Tahuna;Tahuna;Tahuna;Tahuna;Tahuna;Tahuna;;;X;
PROV5578;Banggai;Banggai;Banggai;Banggai;Banggai;Banggai;Banggai;Banggai;;;X;
PROV5579;Ilwaki;Ilwaki;Ilwaki;Ilwaki;Ilwaki;Ilwaki;Ilwaki;Ilwaki;;;X;
PROV5580;Ternate;Ternate;Ternate;Ternate;Ternate;Ternate;Ternate;Ternate;;;X;
PROV5581;Namlea;Namlea;Namlea;Namlea;Namlea;Namlea;Namlea;Namlea;;;X;
PROV5582;Ambon;Ambon;Ambon;Ambon;Ambon;Ambon;Ambon;Ambon;;;X;
PROV5583;Dobo;Dobo;Dobo;Dobo;Dobo;Dobo;Dobo;Dobo;;;X;
PROV5584;Tepa;Tepa;Tepa;Tepa;Tepa;Tepa;Tepa;Tepa;;;X;
PROV5585;Saumlaki;Saumlaki;Saumlaki;Saumlaki;Saumlaki;Saumlaki;Saumlaki;Saumlaki;;;X;
PROV5586;Tual;Tual;Tual;Tual;Tual;Tual;Tual;Tual;;;X;
PROV5587;Masohi;Masohi;Masohi;Masohi;Masohi;Masohi;Masohi;Masohi;;;X;
PROV5588;Piru;Piru;Piru;Piru;Piru;Piru;Piru;Piru;;;X;
PROV5589;Sanana;Sanana;Sanana;Sanana;Sanana;Sanana;Sanana;Sanana;;;X;
PROV5590;Laiwui;Laiwui;Laiwui;Laiwui;Laiwui;Laiwui;Laiwui;Laiwui;;;X;
PROV5591;Weda;Weda;Weda;Weda;Weda;Weda;Weda;Weda;;;X;
PROV5592;Maba;Maba;Maba;Maba;Maba;Maba;Maba;Maba;;;X;
PROV5593;Tobelo;Tobelo;Tobelo;Tobelo;Tobelo;Tobelo;Tobelo;Tobelo;;;X;
PROV5594;Manokwari;Manokwari;Manokwari;Manokwari;Manokwari;Manokwari;Manokwari;Manokwari;;;X;
PROV5595;Fakfak;Fakfak;Fakfak;Fakfak;Fakfak;Fakfak;Fakfak;Fakfak;;;X;
PROV5596;Rasiei;Rasiei;Rasiei;Rasiei;Rasiei;Rasiei;Rasiei;Rasiei;;;X;
PROV5597;Kaimana;Kaimana;Kaimana;Kaimana;Kaimana;Kaimana;Kaimana;Kaimana;;;X;
PROV5598;Saga;Saga;Saga;Saga;Saga;Saga;Saga;Saga;;;X;
PROV5599;Sorong;Sorong;Sorong;Sorong;Sorong;Sorong;Sorong;Sorong;;;X;
PROV5600;Waigama;Waigama;Waigama;Waigama;Waigama;Waigama;Waigama;Waigama;;;X;
PROV5601;Waisai;Waisai;Waisai;Waisai;Waisai;Waisai;Waisai;Waisai;;;X;
PROV5602;Agats;Agats;Agats;Agats;Agats;Agats;Agats;Agats;;;X;
PROV5603;Merauke;Merauke;Merauke;Merauke;Merauke;Merauke;Merauke;Merauke;;;X;
PROV5604;Abemarre;Abemarre;Abemarre;Abemarre;Abemarre;Abemarre;Abemarre;Abemarre;;;X;
PROV5605;Moroiemu;Moroiemu;Moroiemu;Moroiemu;Moroiemu;Moroiemu;Moroiemu;Moroiemu;;;X;
PROV5606;Uta;Uta;Uta;Uta;Uta;Uta;Uta;Uta;;;X;
PROV5607;Nabire;Nabire;Nabire;Nabire;Nabire;Nabire;Nabire;Nabire;;;X;
PROV5608;Bonoi;Bonoi;Bonoi;Bonoi;Bonoi;Bonoi;Bonoi;Bonoi;;;X;
PROV5609;Hollandia;Hollandia;Hollandia;Hollandia;Hollandia;Hollandia;Hollandia;Hollandia;;;X;
PROV5610;Wamena;Wamena;Wamena;Wamena;Wamena;Wamena;Wamena;Wamena;;;X;
PROV5611;Oksibil;Oksibil;Oksibil;Oksibil;Oksibil;Oksibil;Oksibil;Oksibil;;;X;
PROV5612;Sarmi;Sarmi;Sarmi;Sarmi;Sarmi;Sarmi;Sarmi;Sarmi;;;X;
PROV5613;Serui;Serui;Serui;Serui;Serui;Serui;Serui;Serui;;;X;
PROV5614;Biak;Biak;Biak;Biak;Biak;Biak;Biak;Biak;;;X;
PROV5615;Lae;Lae;Lae;Lae;Lae;Lae;Lae;Lae;;;X;
PROV5616;Maun Hagen;Maun Hagen;Maun Hagen;Maun Hagen;Maun Hagen;Maun Hagen;Maun Hagen;Maun Hagen;;;X;
PROV5617;Wewak;Wewak;Wewak;Wewak;Wewak;Wewak;Wewak;Wewak;;;X;
PROV5618;Vanimo;Vanimo;Vanimo;Vanimo;Vanimo;Vanimo;Vanimo;Vanimo;;;X;
PROV5619;Madang;Madang;Madang;Madang;Madang;Madang;Madang;Madang;;;X;
PROV5620;Wabag;Wabag;Wabag;Wabag;Wabag;Wabag;Wabag;Wabag;;;X;
PROV5621;Yamen;Yamen;Yamen;Yamen;Yamen;Yamen;Yamen;Yamen;;;X;
PROV5622;Kopiago;Kopiago;Kopiago;Kopiago;Kopiago;Kopiago;Kopiago;Kopiago;;;X;
PROV5623;Salamaua;Salamaua;Salamaua;Salamaua;Salamaua;Salamaua;Salamaua;Salamaua;;;X;
PROV5624;Buna;Buna;Buna;Buna;Buna;Buna;Buna;Buna;;;X;
PROV5625;Daru;Daru;Daru;Daru;Daru;Daru;Daru;Daru;;;X;
PROV5626;Port Mosbi;Port Mosbi;Port Mosbi;Port Mosbi;Port Mosbi;Port Mosbi;Port Mosbi;Port Mosbi;;;X;
PROV5627;Mendi;Mendi;Mendi;Mendi;Mendi;Mendi;Mendi;Mendi;;;X;
PROV5628;Kiunga;Kiunga;Kiunga;Kiunga;Kiunga;Kiunga;Kiunga;Kiunga;;;X;
PROV5629;Kerema;Kerema;Kerema;Kerema;Kerema;Kerema;Kerema;Kerema;;;X;
PROV5630;Losuia;Losuia;Losuia;Losuia;Losuia;Losuia;Losuia;Losuia;;;X;
PROV5631;Aworra;Aworra;Aworra;Aworra;Aworra;Aworra;Aworra;Aworra;;;X;
PROV5632;Abau;Abau;Abau;Abau;Abau;Abau;Abau;Abau;;;X;
PROV5633;Samarai;Samarai;Samarai;Samarai;Samarai;Samarai;Samarai;Samarai;;;X;
PROV5634;Mapamoiwa;Mapamoiwa;Mapamoiwa;Mapamoiwa;Mapamoiwa;Mapamoiwa;Mapamoiwa;Mapamoiwa;;;X;
PROV5635;Bwagaoia;Bwagaoia;Bwagaoia;Bwagaoia;Bwagaoia;Bwagaoia;Bwagaoia;Bwagaoia;;;X;
PROV5636;Lorengau;Lorengau;Lorengau;Lorengau;Lorengau;Lorengau;Lorengau;Lorengau;;;X;
PROV5637;Kavieng;Kavieng;Kavieng;Kavieng;Kavieng;Kavieng;Kavieng;Kavieng;;;X;
PROV5638;Namatanai;Namatanai;Namatanai;Namatanai;Namatanai;Namatanai;Namatanai;Namatanai;;;X;
PROV5639;Ninigo Islands;Ninigo Islands;Ninigo Islands;Ninigo Islands;Ninigo Islands;Ninigo Islands;Ninigo Islands;Ninigo Islands;;;X;
PROV5640;Rabaul;Rabaul;Rabaul;Rabaul;Rabaul;Rabaul;Rabaul;Rabaul;;;X;
PROV5641;Kimbe;Kimbe;Kimbe;Kimbe;Kimbe;Kimbe;Kimbe;Kimbe;;;X;
PROV5642;Gasmata;Gasmata;Gasmata;Gasmata;Gasmata;Gasmata;Gasmata;Gasmata;;;X;
PROV5643;Pomio;Pomio;Pomio;Pomio;Pomio;Pomio;Pomio;Pomio;;;X;
PROV5644;Buala;Buala;Buala;Buala;Buala;Buala;Buala;Buala;;;X;
PROV5645;Tulagi;Tulagi;Tulagi;Tulagi;Tulagi;Tulagi;Tulagi;Tulagi;;;X;
PROV5646;Kieta;Kieta;Kieta;Kieta;Kieta;Kieta;Kieta;Kieta;;;X;
PROV5647;Gizo;Gizo;Gizo;Gizo;Gizo;Gizo;Gizo;Gizo;;;X;
PROV5648;Faunikari;Faunikari;Faunikari;Faunikari;Faunikari;Faunikari;Faunikari;Faunikari;;;X;
PROV5649;Lata;Lata;Lata;Lata;Lata;Lata;Lata;Lata;;;X;
PROV5650;Naho;Naho;Naho;Naho;Naho;Naho;Naho;Naho;;;X;
PROV5651;Buka;Buka;Buka;Buka;Buka;Buka;Buka;Buka;;;X;
PROV5652;Kamaleai;Kamaleai;Kamaleai;Kamaleai;Kamaleai;Kamaleai;Kamaleai;Kamaleai;;;X;
PROV5653;Bambatani;Bambatani;Bambatani;Bambatani;Bambatani;Bambatani;Bambatani;Bambatani;;;X;
PROV5654;Kirakira;Kirakira;Kirakira;Kirakira;Kirakira;Kirakira;Kirakira;Kirakira;;;X;
PROV5655;Tigoa;Tigoa;Tigoa;Tigoa;Tigoa;Tigoa;Tigoa;Tigoa;;;X;
PROV5656;Port Vila;Port Vila;Port Vila;Port Vila;Port Vila;Port Vila;Port Vila;Port Vila;;;X;
PROV5657;Luganville;Luganville;Luganville;Luganville;Luganville;Luganville;Luganville;Luganville;;;X;
PROV5658;Lakatoro;Lakatoro;Lakatoro;Lakatoro;Lakatoro;Lakatoro;Lakatoro;Lakatoro;;;X;
PROV5659;Sola;Sola;Sola;Sola;Sola;Sola;Sola;Sola;;;X;
PROV5660;Longana;Longana;Longana;Longana;Longana;Longana;Longana;Longana;;;X;
PROV5661;Ringdove;Ringdove;Ringdove;Ringdove;Ringdove;Ringdove;Ringdove;Ringdove;;;X;
PROV5662;Isangel;Isangel;Isangel;Isangel;Isangel;Isangel;Isangel;Isangel;;;X;
PROV5663;We;We;We;We;We;We;We;We;;;X;
PROV5664;Noumea;Noumea;Noumea;Noumea;Noumea;Noumea;Noumea;Noumea;;;X;
PROV5665;Kingston-Norfolk;Kingston-Norfolk;Kingston-Norfolk;Kingston-Norfolk;Kingston-Norfolk;Kingston-Norfolk;Kingston-Norfolk;Kingston-Norfolk;;;X;
PROV5666;Vao;Vao;Vao;Vao;Vao;Vao;Vao;Vao;;;X;
PROV5667;Kone;Kone;Kone;Kone;Kone;Kone;Kone;Kone;;;X;
PROV5668;Waala;Waala;Waala;Waala;Waala;Waala;Waala;Waala;;;X;
PROV5669;Iles Chesterfield & Ile de Sable;Iles Chesterfield & Ile de Sable;Iles Chesterfield & Ile de Sable;Iles Chesterfield & Ile de Sable;Iles Chesterfield & Ile de Sable;Iles Chesterfield & Ile de Sable;Iles Chesterfield & Ile de Sable;Iles Chesterfield & Ile de Sable;;;X;
PROV5670;Auckland;Auckland;Auckland;Auckland;Auckland;Auckland;Auckland;Auckland;;;X;
PROV5671;Napier;Napier;Napier;Napier;Napier;Napier;Napier;Napier;;;X;
PROV5672;Hamilton;Hamilton;Hamilton;Hamilton;Hamilton;Hamilton;Hamilton;Hamilton;;;X;
PROV5673;Wellington;Wellington;Wellington;Wellington;Wellington;Wellington;Wellington;Wellington;;;X;
PROV5674;Christchurch;Christchurch;Christchurch;Christchurch;Christchurch;Christchurch;Christchurch;Christchurch;;;X;
PROV5675;Dunedin;Dunedin;Dunedin;Dunedin;Dunedin;Dunedin;Dunedin;Dunedin;;;X;
PROV5676;Whangarei;Whangarei;Whangarei;Whangarei;Whangarei;Whangarei;Whangarei;Whangarei;;;X;
PROV5677;Wanganui;Wanganui;Wanganui;Wanganui;Wanganui;Wanganui;Wanganui;Wanganui;;;X;
PROV5678;New Plymouth;New Plymouth;New Plymouth;New Plymouth;New Plymouth;New Plymouth;New Plymouth;New Plymouth;;;X;
PROV5679;Masterton;Masterton;Masterton;Masterton;Masterton;Masterton;Masterton;Masterton;;;X;
PROV5680;Gisborne;Gisborne;Gisborne;Gisborne;Gisborne;Gisborne;Gisborne;Gisborne;;;X;
PROV5681;Rotorua;Rotorua;Rotorua;Rotorua;Rotorua;Rotorua;Rotorua;Rotorua;;;X;
PROV5682;Methven;Methven;Methven;Methven;Methven;Methven;Methven;Methven;;;X;
PROV5683;Queenstown;Queenstown;Queenstown;Queenstown;Queenstown;Queenstown;Queenstown;Queenstown;;;X;
PROV5684;Invercargill;Invercargill;Invercargill;Invercargill;Invercargill;Invercargill;Invercargill;Invercargill;;;X;
PROV5685;Haast;Haast;Haast;Haast;Haast;Haast;Haast;Haast;;;X;
PROV5686;Hokitika;Hokitika;Hokitika;Hokitika;Hokitika;Hokitika;Hokitika;Hokitika;;;X;
PROV5687;Nelson;Nelson;Nelson;Nelson;Nelson;Nelson;Nelson;Nelson;;;X;
PROV5688;Blenheim;Blenheim;Blenheim;Blenheim;Blenheim;Blenheim;Blenheim;Blenheim;;;X;
PROV5689;Timaru;Timaru;Timaru;Timaru;Timaru;Timaru;Timaru;Timaru;;;X;
PROV5690;Taumarunui;Taumarunui;Taumarunui;Taumarunui;Taumarunui;Taumarunui;Taumarunui;Taumarunui;;;X;
PROV5691;Hobart;Hobart;Hobart;Hobart;Hobart;Hobart;Hobart;Hobart;;;X;
PROV5692;Launceston;Launceston;Launceston;Launceston;Launceston;Launceston;Launceston;Launceston;;;X;
PROV5693;Queenstown;Queenstown;Queenstown;Queenstown;Queenstown;Queenstown;Queenstown;Queenstown;;;X;
PROV5694;Devonport;Devonport;Devonport;Devonport;Devonport;Devonport;Devonport;Devonport;;;X;
PROV5695;Currie;Currie;Currie;Currie;Currie;Currie;Currie;Currie;;;X;
PROV5696;Whitemark;Whitemark;Whitemark;Whitemark;Whitemark;Whitemark;Whitemark;Whitemark;;;X;
PROV5697;Melbourne;Melbourne;Melbourne;Melbourne;Melbourne;Melbourne;Melbourne;Melbourne;;;X;
PROV5698;Geelong;Geelong;Geelong;Geelong;Geelong;Geelong;Geelong;Geelong;;;X;
PROV5699;Traralgon;Traralgon;Traralgon;Traralgon;Traralgon;Traralgon;Traralgon;Traralgon;;;X;
PROV5700;Shepparton;Shepparton;Shepparton;Shepparton;Shepparton;Shepparton;Shepparton;Shepparton;;;X;
PROV5701;Ballaarat;Ballaarat;Ballaarat;Ballaarat;Ballaarat;Ballaarat;Ballaarat;Ballaarat;;;X;
PROV5702;Bendigo;Bendigo;Bendigo;Bendigo;Bendigo;Bendigo;Bendigo;Bendigo;;;X;
PROV5703;Mildura;Mildura;Mildura;Mildura;Mildura;Mildura;Mildura;Mildura;;;X;
PROV5704;Horsham;Horsham;Horsham;Horsham;Horsham;Horsham;Horsham;Horsham;;;X;
PROV5705;Warrnambool;Warrnambool;Warrnambool;Warrnambool;Warrnambool;Warrnambool;Warrnambool;Warrnambool;;;X;
PROV5706;Corryong;Corryong;Corryong;Corryong;Corryong;Corryong;Corryong;Corryong;;;X;
PROV5707;Alexandra;Alexandra;Alexandra;Alexandra;Alexandra;Alexandra;Alexandra;Alexandra;;;X;
PROV5708;Bairnsdale;Bairnsdale;Bairnsdale;Bairnsdale;Bairnsdale;Bairnsdale;Bairnsdale;Bairnsdale;;;X;
PROV5709;Newcastle;Newcastle;Newcastle;Newcastle;Newcastle;Newcastle;Newcastle;Newcastle;;;X;
PROV5710;Sydney;Sydney;Sydney;Sydney;Sydney;Sydney;Sydney;Sydney;;;X;
PROV5711;Wollongong;Wollongong;Wollongong;Wollongong;Wollongong;Wollongong;Wollongong;Wollongong;;;X;
PROV5712;Wagga Wagga;Wagga Wagga;Wagga Wagga;Wagga Wagga;Wagga Wagga;Wagga Wagga;Wagga Wagga;Wagga Wagga;;;X;
PROV5713;Canberra;Canberra;Canberra;Canberra;Canberra;Canberra;Canberra;Canberra;;;X;
PROV5714;Tamworth;Tamworth;Tamworth;Tamworth;Tamworth;Tamworth;Tamworth;Tamworth;;;X;
PROV5715;Orange;Orange;Orange;Orange;Orange;Orange;Orange;Orange;;;X;
PROV5716;Coffs Harbour;Coffs Harbour;Coffs Harbour;Coffs Harbour;Coffs Harbour;Coffs Harbour;Coffs Harbour;Coffs Harbour;;;X;
PROV5717;Broken Hill;Broken Hill;Broken Hill;Broken Hill;Broken Hill;Broken Hill;Broken Hill;Broken Hill;;;X;
PROV5718;Bega;Bega;Bega;Bega;Bega;Bega;Bega;Bega;;;X;
PROV5719;Albury;Albury;Albury;Albury;Albury;Albury;Albury;Albury;;;X;
PROV5720;Bourke;Bourke;Bourke;Bourke;Bourke;Bourke;Bourke;Bourke;;;X;
PROV5721;Menindee;Menindee;Menindee;Menindee;Menindee;Menindee;Menindee;Menindee;;;X;
PROV5722;Wilcannia;Wilcannia;Wilcannia;Wilcannia;Wilcannia;Wilcannia;Wilcannia;Wilcannia;;;X;
PROV5723;Collarenebri;Collarenebri;Collarenebri;Collarenebri;Collarenebri;Collarenebri;Collarenebri;Collarenebri;;;X;
PROV5724;Moree;Moree;Moree;Moree;Moree;Moree;Moree;Moree;;;X;
PROV5725;Bingara;Bingara;Bingara;Bingara;Bingara;Bingara;Bingara;Bingara;;;X;
PROV5726;Tenterfield;Tenterfield;Tenterfield;Tenterfield;Tenterfield;Tenterfield;Tenterfield;Tenterfield;;;X;
PROV5727;Lismore;Lismore;Lismore;Lismore;Lismore;Lismore;Lismore;Lismore;;;X;
PROV5728;Port Macquarie;Port Macquarie;Port Macquarie;Port Macquarie;Port Macquarie;Port Macquarie;Port Macquarie;Port Macquarie;;;X;
PROV5729;Young;Young;Young;Young;Young;Young;Young;Young;;;X;
PROV5730;Griffith;Griffith;Griffith;Griffith;Griffith;Griffith;Griffith;Griffith;;;X;
PROV5731;Moulamein;Moulamein;Moulamein;Moulamein;Moulamein;Moulamein;Moulamein;Moulamein;;;X;
PROV5732;Mossgiel;Mossgiel;Mossgiel;Mossgiel;Mossgiel;Mossgiel;Mossgiel;Mossgiel;;;X;
PROV5733;Dubbo;Dubbo;Dubbo;Dubbo;Dubbo;Dubbo;Dubbo;Dubbo;;;X;
PROV5734;Coonamble;Coonamble;Coonamble;Coonamble;Coonamble;Coonamble;Coonamble;Coonamble;;;X;
PROV5735;Dandaloo;Dandaloo;Dandaloo;Dandaloo;Dandaloo;Dandaloo;Dandaloo;Dandaloo;;;X;
PROV5736;Lithgow;Lithgow;Lithgow;Lithgow;Lithgow;Lithgow;Lithgow;Lithgow;;;X;
PROV5737;Goulburn;Goulburn;Goulburn;Goulburn;Goulburn;Goulburn;Goulburn;Goulburn;;;X;
PROV5738;Cairns;Cairns;Cairns;Cairns;Cairns;Cairns;Cairns;Cairns;;;X;
PROV5739;Townsville;Townsville;Townsville;Townsville;Townsville;Townsville;Townsville;Townsville;;;X;
PROV5740;Campooweel;Campooweel;Campooweel;Campooweel;Campooweel;Campooweel;Campooweel;Campooweel;;;X;
PROV5741;Rockhampton;Rockhampton;Rockhampton;Rockhampton;Rockhampton;Rockhampton;Rockhampton;Rockhampton;;;X;
PROV5742;Toowoomba;Toowoomba;Toowoomba;Toowoomba;Toowoomba;Toowoomba;Toowoomba;Toowoomba;;;X;
PROV5743;Brisbane;Brisbane;Brisbane;Brisbane;Brisbane;Brisbane;Brisbane;Brisbane;;;X;
