##;ENG;FRA;ITA;SPA;GER;POL;;;;;X;
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);(Embarked);(Embarked);;;x;
PROV6806;Lloydminster;Lloydminster;Lloydminster;Lloydminster;Lloydminster;Lloydminster;Lloydminster;Lloydminster;;;X;
PROV6807;Leduc;Leduc;Leduc;Leduc;Leduc;Leduc;Leduc;Leduc;;;X;
PROV6808;Grand Centre;Grand Centre;Grand Centre;Grand Centre;Grand Centre;Grand Centre;Grand Centre;Grand Centre;;;X;
PROV6809;Brooks;Brooks;Brooks;Brooks;Brooks;Brooks;Brooks;Brooks;;;X;
PROV6810;Sylvan Lake;Sylvan Lake;Sylvan Lake;Sylvan Lake;Sylvan Lake;Sylvan Lake;Sylvan Lake;Sylvan Lake;;;X;
PROV6811;Hinton;Hinton;Hinton;Hinton;Hinton;Hinton;Hinton;Hinton;;;X;
PROV6812;Whitecourt;Whitecourt;Whitecourt;Whitecourt;Whitecourt;Whitecourt;Whitecourt;Whitecourt;;;X;
PROV6813;Slave Lake;Slave Lake;Slave Lake;Slave Lake;Slave Lake;Slave Lake;Slave Lake;Slave Lake;;;X;
PROV6814;Peace River;Peace River;Peace River;Peace River;Peace River;Peace River;Peace River;Peace River;;;X;
PROV6815;Meander River;Meander River;Meander River;Meander River;Meander River;Meander River;Meander River;Meander River;;;X;
PROV6816;Bonnyville;Bonnyville;Bonnyville;Bonnyville;Bonnyville;Bonnyville;Bonnyville;Bonnyville;;;X;
PROV6817;Wainwright;Wainwright;Wainwright;Wainwright;Wainwright;Wainwright;Wainwright;Wainwright;;;X;
PROV6818;Westlock;Westlock;Westlock;Westlock;Westlock;Westlock;Westlock;Westlock;;;X;
PROV6819;Claresholm;Claresholm;Claresholm;Claresholm;Claresholm;Claresholm;Claresholm;Claresholm;;;X;
PROV6820;Pincher Creek;Pincher Creek;Pincher Creek;Pincher Creek;Pincher Creek;Pincher Creek;Pincher Creek;Pincher Creek;;;X;
PROV6821;High Level;High Level;High Level;High Level;High Level;High Level;High Level;High Level;;;X;
PROV6822;Fairview;Fairview;Fairview;Fairview;Fairview;Fairview;Fairview;Fairview;;;X;
PROV6823;Hanna;Hanna;Hanna;Hanna;Hanna;Hanna;Hanna;Hanna;;;X;
PROV6824;Valleyview;Valleyview;Valleyview;Valleyview;Valleyview;Valleyview;Valleyview;Valleyview;;;X;
PROV6825;Fort MacKay;Fort MacKay;Fort MacKay;Fort MacKay;Fort MacKay;Fort MacKay;Fort MacKay;Fort MacKay;;;X;
PROV6826;Fort Vermilion;Fort Vermilion;Fort Vermilion;Fort Vermilion;Fort Vermilion;Fort Vermilion;Fort Vermilion;Fort Vermilion;;;X;
PROV6827;Fort McMurray;Fort McMurray;Fort McMurray;Fort McMurray;Fort McMurray;Fort McMurray;Fort McMurray;Fort McMurray;;;X;
PROV6828;Fitzgerald;Fitzgerald;Fitzgerald;Fitzgerald;Fitzgerald;Fitzgerald;Fitzgerald;Fitzgerald;;;X;
PROV6829;Trout Lake;Trout Lake;Trout Lake;Trout Lake;Trout Lake;Trout Lake;Trout Lake;Trout Lake;;;X;
PROV6830;Fort Chipewyan;Fort Chipewyan;Fort Chipewyan;Fort Chipewyan;Fort Chipewyan;Fort Chipewyan;Fort Chipewyan;Fort Chipewyan;;;X;
PROV6831;Bitumount;Bitumount;Bitumount;Bitumount;Bitumount;Bitumount;Bitumount;Bitumount;;;X;
PROV6832;Eskimo Point;Eskimo Point;Eskimo Point;Eskimo Point;Eskimo Point;Eskimo Point;Eskimo Point;Eskimo Point;;;X;
PROV6833;Baker Lake;Baker Lake;Baker Lake;Baker Lake;Baker Lake;Baker Lake;Baker Lake;Baker Lake;;;X;
PROV6834;Igloolik;Igloolik;Igloolik;Igloolik;Igloolik;Igloolik;Igloolik;Igloolik;;;X;
PROV6835;Padlei;Padlei;Padlei;Padlei;Padlei;Padlei;Padlei;Padlei;;;X;
PROV6836;Coral Harbour;Coral Harbour;Coral Harbour;Coral Harbour;Coral Harbour;Coral Harbour;Coral Harbour;Coral Harbour;;;X;
PROV6837;Pond Inlet;Pond Inlet;Pond Inlet;Pond Inlet;Pond Inlet;Pond Inlet;Pond Inlet;Pond Inlet;;;X;
PROV6838;Coats Island;Coats Island;Coats Island;Coats Island;Coats Island;Coats Island;Coats Island;Coats Island;;;X;
PROV6839;Mansel Island;Mansel Island;Mansel Island;Mansel Island;Mansel Island;Mansel Island;Mansel Island;Mansel Island;;;X;
PROV6840;Ottawa Islands;Ottawa Islands;Ottawa Islands;Ottawa Islands;Ottawa Islands;Ottawa Islands;Ottawa Islands;Ottawa Islands;;;X;
PROV6841;South Camp;South Camp;South Camp;South Camp;South Camp;South Camp;South Camp;South Camp;;;X;
PROV6842;Akimiski Island;Akimiski Island;Akimiski Island;Akimiski Island;Akimiski Island;Akimiski Island;Akimiski Island;Akimiski Island;;;X;
PROV6843;Haines;Haines;Haines;Haines;Haines;Haines;Haines;Haines;;;X;
PROV6844;Yakutat;Yakutat;Yakutat;Yakutat;Yakutat;Yakutat;Yakutat;Yakutat;;;X;
PROV6845;Sitka;Sitka;Sitka;Sitka;Sitka;Sitka;Sitka;Sitka;;;X;
PROV6846;Angoon;Angoon;Angoon;Angoon;Angoon;Angoon;Angoon;Angoon;;;X;
PROV6847;Taku Harbor;Taku Harbor;Taku Harbor;Taku Harbor;Taku Harbor;Taku Harbor;Taku Harbor;Taku Harbor;;;X;
PROV6848;Petersburg, AL;Petersburg, AL;Petersburg, AL;Petersburg, AL;Petersburg, AL;Petersburg, AL;Petersburg, AL;Petersburg, AL;;;X;
PROV6849;Craig;Craig;Craig;Craig;Craig;Craig;Craig;Craig;;;X;
PROV6850;Ketchikan;Ketchikan;Ketchikan;Ketchikan;Ketchikan;Ketchikan;Ketchikan;Ketchikan;;;X;
PROV6851;Chilkat;Chilkat;Chilkat;Chilkat;Chilkat;Chilkat;Chilkat;Chilkat;;;X;
PROV6852;Valdez;Valdez;Valdez;Valdez;Valdez;Valdez;Valdez;Valdez;;;X;
PROV6853;Palmer;Palmer;Palmer;Palmer;Palmer;Palmer;Palmer;Palmer;;;X;
PROV6854;Old Tyonek;Old Tyonek;Old Tyonek;Old Tyonek;Old Tyonek;Old Tyonek;Old Tyonek;Old Tyonek;;;X;
PROV6855;Kvichak;Kvichak;Kvichak;Kvichak;Kvichak;Kvichak;Kvichak;Kvichak;;;X;
PROV6856;Quinhagak;Quinhagak;Quinhagak;Quinhagak;Quinhagak;Quinhagak;Quinhagak;Quinhagak;;;X;
PROV6857;Bethel;Bethel;Bethel;Bethel;Bethel;Bethel;Bethel;Bethel;;;X;
PROV6858;Hooper Bay;Hooper Bay;Hooper Bay;Hooper Bay;Hooper Bay;Hooper Bay;Hooper Bay;Hooper Bay;;;X;
PROV6859;St. Michael;St. Michael;St. Michael;St. Michael;St. Michael;St. Michael;St. Michael;St. Michael;;;X;
PROV6860;Nome;Nome;Nome;Nome;Nome;Nome;Nome;Nome;;;X;
PROV6861;Shageluk;Shageluk;Shageluk;Shageluk;Shageluk;Shageluk;Shageluk;Shageluk;;;X;
PROV6862;Kashegelok;Kashegelok;Kashegelok;Kashegelok;Kashegelok;Kashegelok;Kashegelok;Kashegelok;;;X;
PROV6863;Delta Junction;Delta Junction;Delta Junction;Delta Junction;Delta Junction;Delta Junction;Delta Junction;Delta Junction;;;X;
PROV6864;Eagle;Eagle;Eagle;Eagle;Eagle;Eagle;Eagle;Eagle;;;X;
PROV6865;Nenana;Nenana;Nenana;Nenana;Nenana;Nenana;Nenana;Nenana;;;X;
PROV6866;Koyukuk;Koyukuk;Koyukuk;Koyukuk;Koyukuk;Koyukuk;Koyukuk;Koyukuk;;;X;
PROV6867;Naknek;Naknek;Naknek;Naknek;Naknek;Naknek;Naknek;Naknek;;;X;
PROV6868;Kenai;Kenai;Kenai;Kenai;Kenai;Kenai;Kenai;Kenai;;;X;
PROV6869;Kodiak;Kodiak;Kodiak;Kodiak;Kodiak;Kodiak;Kodiak;Kodiak;;;X;
PROV6870;Cold Bay;Cold Bay;Cold Bay;Cold Bay;Cold Bay;Cold Bay;Cold Bay;Cold Bay;;;X;
PROV6871;Chignik;Chignik;Chignik;Chignik;Chignik;Chignik;Chignik;Chignik;;;X;
PROV6872;Port Heiden;Port Heiden;Port Heiden;Port Heiden;Port Heiden;Port Heiden;Port Heiden;Port Heiden;;;X;
PROV6873;Sand Point;Sand Point;Sand Point;Sand Point;Sand Point;Sand Point;Sand Point;Sand Point;;;X;
PROV6874;False Pass;False Pass;False Pass;False Pass;False Pass;False Pass;False Pass;False Pass;;;X;
PROV6875;Nikolski;Nikolski;Nikolski;Nikolski;Nikolski;Nikolski;Nikolski;Nikolski;;;X;
PROV6876;Atka;Atka;Atka;Atka;Atka;Atka;Atka;Atka;;;X;
PROV6877;Adak;Adak;Adak;Adak;Adak;Adak;Adak;Adak;;;X;
PROV6878;St. George, AL;St. George, AL;St. George, AL;St. George, AL;St. George, AL;St. George, AL;St. George, AL;St. George, AL;;;X;
PROV6879;Mekoryuk;Mekoryuk;Mekoryuk;Mekoryuk;Mekoryuk;Mekoryuk;Mekoryuk;Mekoryuk;;;X;
PROV6880;Gambell;Gambell;Gambell;Gambell;Gambell;Gambell;Gambell;Gambell;;;X;
PROV6881;St. Matthew Island;St. Matthew Island;St. Matthew Island;St. Matthew Island;St. Matthew Island;St. Matthew Island;St. Matthew Island;St. Matthew Island;;;X;
PROV6882;Iliamna Lake;Iliamna Lake;Iliamna Lake;Iliamna Lake;Iliamna Lake;Iliamna Lake;Iliamna Lake;Iliamna Lake;;;X;
PROV6883;Churchill & Peter Pond Lake;Churchill & Peter Pond Lake;Churchill & Peter Pond Lake;Churchill & Peter Pond Lake;Churchill & Peter Pond Lake;Churchill & Peter Pond Lake;Churchill & Peter Pond Lake;Churchill & Peter Pond Lake;;;X;
PROV6884;Cree Lake;Cree Lake;Cree Lake;Cree Lake;Cree Lake;Cree Lake;Cree Lake;Cree Lake;;;X;
PROV6885;Wollaston Lake;Wollaston Lake;Wollaston Lake;Wollaston Lake;Wollaston Lake;Wollaston Lake;Wollaston Lake;Wollaston Lake;;;X;
PROV6886;Southern Indian Lake;Southern Indian Lake;Southern Indian Lake;Southern Indian Lake;Southern Indian Lake;Southern Indian Lake;Southern Indian Lake;Southern Indian Lake;;;X;
PROV6887;Nueltin Lake;Nueltin Lake;Nueltin Lake;Nueltin Lake;Nueltin Lake;Nueltin Lake;Nueltin Lake;Nueltin Lake;;;X;
PROV6888;Dubawnt Lake;Dubawnt Lake;Dubawnt Lake;Dubawnt Lake;Dubawnt Lake;Dubawnt Lake;Dubawnt Lake;Dubawnt Lake;;;X;
PROV6889;Baker Lake;Baker Lake;Baker Lake;Baker Lake;Baker Lake;Baker Lake;Baker Lake;Baker Lake;;;X;
PROV6890;Amadjuak Lake;Amadjuak Lake;Amadjuak Lake;Amadjuak Lake;Amadjuak Lake;Amadjuak Lake;Amadjuak Lake;Amadjuak Lake;;;X;
PROV6891;Clearwater Lakes;Clearwater Lakes;Clearwater Lakes;Clearwater Lakes;Clearwater Lakes;Clearwater Lakes;Clearwater Lakes;Clearwater Lakes;;;X;
PROV6892;Lake Bienville;Lake Bienville;Lake Bienville;Lake Bienville;Lake Bienville;Lake Bienville;Lake Bienville;Lake Bienville;;;X;
PROV6893;Lake Mistassini;Lake Mistassini;Lake Mistassini;Lake Mistassini;Lake Mistassini;Lake Mistassini;Lake Mistassini;Lake Mistassini;;;X;
PROV6894;Manicouagan Reservoir;Manicouagan Reservoir;Manicouagan Reservoir;Manicouagan Reservoir;Manicouagan Reservoir;Manicouagan Reservoir;Manicouagan Reservoir;Manicouagan Reservoir;;;X;
PROV6895;Lake Saint-Jean;Lake Saint-Jean;Lake Saint-Jean;Lake Saint-Jean;Lake Saint-Jean;Lake Saint-Jean;Lake Saint-Jean;Lake Saint-Jean;;;X;
PROV6896;Pribilof Islands;Pribilof Islands;Pribilof Islands;Pribilof Islands;Pribilof Islands;Pribilof Islands;Pribilof Islands;Pribilof Islands;;;X;
PROV6897;Cape of Newenham;Cape of Newenham;Cape of Newenham;Cape of Newenham;Cape of Newenham;Cape of Newenham;Cape of Newenham;Cape of Newenham;;;X;
PROV6898;St. Matthew Island;St. Matthew Island;St. Matthew Island;St. Matthew Island;St. Matthew Island;St. Matthew Island;St. Matthew Island;St. Matthew Island;;;X;
PROV6899;Norton Sound;Norton Sound;Norton Sound;Norton Sound;Norton Sound;Norton Sound;Norton Sound;Norton Sound;;;X;
PROV6900;Far West Aleutian Trench ;Far West Aleutian Trench ;Far West Aleutian Trench ;Far West Aleutian Trench ;Far West Aleutian Trench ;Far West Aleutian Trench ;Far West Aleutian Trench ;Far West Aleutian Trench ;;;X;
PROV6901;Bering Canyon;Bering Canyon;Bering Canyon;Bering Canyon;Bering Canyon;Bering Canyon;Bering Canyon;Bering Canyon;;;X;
PROV6902;Tanaga Pass;Tanaga Pass;Tanaga Pass;Tanaga Pass;Tanaga Pass;Tanaga Pass;Tanaga Pass;Tanaga Pass;;;X;
PROV6903;Valdez Bay;Valdez Bay;Valdez Bay;Valdez Bay;Valdez Bay;Valdez Bay;Valdez Bay;Valdez Bay;;;X;
PROV6904;Nova Scotia South Shelf;Nova Scotia South Shelf;Nova Scotia South Shelf;Nova Scotia South Shelf;Nova Scotia South Shelf;Nova Scotia South Shelf;Nova Scotia South Shelf;Nova Scotia South Shelf;;;X;
PROV6905;Gulf of St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;;;X;
PROV6906;Grand Bay;Grand Bay;Grand Bay;Grand Bay;Grand Bay;Grand Bay;Grand Bay;Grand Bay;;;X;
PROV6907;Melvil Bay North;Melvil Bay North;Melvil Bay North;Melvil Bay North;Melvil Bay North;Melvil Bay North;Melvil Bay North;Melvil Bay North;;;X;
PROV6908;Northern Sea of Labrador;Northern Sea of Labrador;Northern Sea of Labrador;Northern Sea of Labrador;Northern Sea of Labrador;Northern Sea of Labrador;Northern Sea of Labrador;Northern Sea of Labrador;;;X;
PROV6909;Coral Harbour Inlet;Coral Harbour Inlet;Coral Harbour Inlet;Coral Harbour Inlet;Coral Harbour Inlet;Coral Harbour Inlet;Coral Harbour Inlet;Coral Harbour Inlet;;;X;
PROV6910;Hudson Bay;Hudson Bay;Hudson Bay;Hudson Bay;Hudson Bay;Hudson Bay;Hudson Bay;Hudson Bay;;;X;
PROV6911;Fort Severn Coast;Fort Severn Coast;Fort Severn Coast;Fort Severn Coast;Fort Severn Coast;Fort Severn Coast;Fort Severn Coast;Fort Severn Coast;;;X;
PROV6912;Whale River Basin;Whale River Basin;Whale River Basin;Whale River Basin;Whale River Basin;Whale River Basin;Whale River Basin;Whale River Basin;;;X;
PROV6913;Hudson Inlet;Hudson Inlet;Hudson Inlet;Hudson Inlet;Hudson Inlet;Hudson Inlet;Hudson Inlet;Hudson Inlet;;;X;
PROV6914;Unalaska Bay ;Unalaska Bay ;Unalaska Bay ;Unalaska Bay ;Unalaska Bay ;Unalaska Bay ;Unalaska Bay ;Unalaska Bay ;;;X;
PROV6915;Kodiak Sound;Kodiak Sound;Kodiak Sound;Kodiak Sound;Kodiak Sound;Kodiak Sound;Kodiak Sound;Kodiak Sound;;;X;
PROV6916;Tanggu;Tanggu;Tanggu;Tanggu;Tanggu;Tanggu;Tanggu;Tanggu;;;X;
PROV6917;Grossenhain;Grossenhain;Grossenhain;Grossenhain;Grossenhain;Grossenhain;Grossenhain;Grossenhain;;;X;
PROV6918;Samos;Samos;Samos;Samos;Samos;Samos;Samos;Samos;;;X;
PROV6919;Zaqatala;Zaqatala;Zaqatala;Zaqatala;Zaqatala;Zaqatala;Zaqatala;Zaqatala;;;X;
PROV6920;Shaksgam;Shaksgam;Shaksgam;Shaksgam;Shaksgam;Shaksgam;Shaksgam;Shaksgam;;;X;
PROV6921;Mandi;Mandi;Mandi;Mandi;Mandi;Mandi;Mandi;Mandi;;;X;
PROV6922;Chini;Chini;Chini;Chini;Chini;Chini;Chini;Chini;;;X;
PROV6923;Jomsom;Jomsom;Jomsom;Jomsom;Jomsom;Jomsom;Jomsom;Jomsom;;;X;
PROV6924;Ibb;Ibb;Ibb;Ibb;Ibb;Ibb;Ibb;Ibb;;;X;
PROV6925;al-Luhaiya;al-Luhaiya;al-Luhaiya;al-Luhaiya;al-Luhaiya;al-Luhaiya;al-Luhaiya;al-Luhaiya;;;X;
PROV6926;Sabya;Sabya;Sabya;Sabya;Sabya;Sabya;Sabya;Sabya;;;X;
PROV6927;Farasan;Farasan;Farasan;Farasan;Farasan;Farasan;Farasan;Farasan;;;X;
PROV6928;Ragdan;Ragdan;Ragdan;Ragdan;Ragdan;Ragdan;Ragdan;Ragdan;;;X;
PROV6929;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;;;X;
PROV6930;Udskoe;Udskoe;Udskoe;Udskoe;Udskoe;Udskoe;Udskoe;Udskoe;;;X;
PROV6931;Burukan';Burukan';Burukan';Burukan';Burukan';Burukan';Burukan';Burukan';;;X;
PROV6932;Kumora;Kumora;Kumora;Kumora;Kumora;Kumora;Kumora;Kumora;;;X;
PROV6933;Tupik;Tupik;Tupik;Tupik;Tupik;Tupik;Tupik;Tupik;;;X;
PROV6934;Allah-Jun';Allah-Jun';Allah-Jun';Allah-Jun';Allah-Jun';Allah-Jun';Allah-Jun';Allah-Jun';;;X;
PROV6935;Nel'kan;Nel'kan;Nel'kan;Nel'kan;Nel'kan;Nel'kan;Nel'kan;Nel'kan;;;X;
PROV6936;Giziga;Giziga;Giziga;Giziga;Giziga;Giziga;Giziga;Giziga;;;X;
PROV6937;Ola;Ola;Ola;Ola;Ola;Ola;Ola;Ola;;;X;
PROV6938;Cadale;Cadale;Cadale;Cadale;Cadale;Cadale;Cadale;Cadale;;;X;
PROV6939;Mahadaay;Mahadaay;Mahadaay;Mahadaay;Mahadaay;Mahadaay;Mahadaay;Mahadaay;;;X;
PROV6940;Bitaale;Bitaale;Bitaale;Bitaale;Bitaale;Bitaale;Bitaale;Bitaale;;;X;
PROV6941;Jaribaan;Jaribaan;Jaribaan;Jaribaan;Jaribaan;Jaribaan;Jaribaan;Jaribaan;;;X;
PROV6942;Qardho;Qardho;Qardho;Qardho;Qardho;Qardho;Qardho;Qardho;;;X;
PROV6943;Tagorri;Tagorri;Tagorri;Tagorri;Tagorri;Tagorri;Tagorri;Tagorri;;;X;
PROV6944;Hugh Town;Hugh Town;Hugh Town;Hugh Town;Hugh Town;Hugh Town;Hugh Town;Hugh Town;;;X;
PROV6945;Ebebiyin;Ebebiyin;Ebebiyin;Ebebiyin;Ebebiyin;Ebebiyin;Ebebiyin;Ebebiyin;;;X;
PROV6946;Villa Chínipas de Almada;Villa Chínipas de Almada;Villa Chínipas de Almada;Villa Chínipas de Almada;Villa Chínipas de Almada;Villa Chínipas de Almada;Villa Chínipas de Almada;Villa Chínipas de Almada;;;X;
PROV6947;Ascension;Ascension;Ascension;Ascension;Ascension;Ascension;Ascension;Ascension;;;X;
PROV6948;Madha';Madha';Madha';Madha';Madha';Madha';Madha';Madha';;;X;
PROV6949;Gulco;Gulco;Gulco;Gulco;Gulco;Gulco;Gulco;Gulco;;;X;
PROV6950;Talas;Talas;Talas;Talas;Talas;Talas;Talas;Talas;;;X;
PROV6951;At-Basy;At-Basy;At-Basy;At-Basy;At-Basy;At-Basy;At-Basy;At-Basy;;;X;
PROV6952;Tokmok;Tokmok;Tokmok;Tokmok;Tokmok;Tokmok;Tokmok;Tokmok;;;X;
PROV6953;Sardim;Sardim;Sardim;Sardim;Sardim;Sardim;Sardim;Sardim;;;X;
PROV6954;Arys;Arys;Arys;Arys;Arys;Arys;Arys;Arys;;;X;
PROV6955;Bayyrqum;Bayyrqum;Bayyrqum;Bayyrqum;Bayyrqum;Bayyrqum;Bayyrqum;Bayyrqum;;;X;
PROV6956;Agirma;Agirma;Agirma;Agirma;Agirma;Agirma;Agirma;Agirma;;;X;
PROV6957;Toretam;Toretam;Toretam;Toretam;Toretam;Toretam;Toretam;Toretam;;;X;
PROV6958;Tes-Bulak;Tes-Bulak;Tes-Bulak;Tes-Bulak;Tes-Bulak;Tes-Bulak;Tes-Bulak;Tes-Bulak;;;X;
PROV6959;Sozaq;Sozaq;Sozaq;Sozaq;Sozaq;Sozaq;Sozaq;Sozaq;;;X;
PROV6960;Qyzemshek;Qyzemshek;Qyzemshek;Qyzemshek;Qyzemshek;Qyzemshek;Qyzemshek;Qyzemshek;;;X;
PROV6961;Khantau;Khantau;Khantau;Khantau;Khantau;Khantau;Khantau;Khantau;;;X;
PROV6962;Myngaral;Myngaral;Myngaral;Myngaral;Myngaral;Myngaral;Myngaral;Myngaral;;;X;
PROV6963;Ile;Ile;Ile;Ile;Ile;Ile;Ile;Ile;;;X;
PROV6964;Zharkent;Zharkent;Zharkent;Zharkent;Zharkent;Zharkent;Zharkent;Zharkent;;;X;
PROV6965;Qaskeleng;Qaskeleng;Qaskeleng;Qaskeleng;Qaskeleng;Qaskeleng;Qaskeleng;Qaskeleng;;;X;
PROV6966;Qarqaraly;Qarqaraly;Qarqaraly;Qarqaraly;Qarqaraly;Qarqaraly;Qarqaraly;Qarqaraly;;;X;
PROV6967;Urzhar;Urzhar;Urzhar;Urzhar;Urzhar;Urzhar;Urzhar;Urzhar;;;X;
PROV6968;Usharal;Usharal;Usharal;Usharal;Usharal;Usharal;Usharal;Usharal;;;X;
PROV6969;Kurshim;Kurshim;Kurshim;Kurshim;Kurshim;Kurshim;Kurshim;Kurshim;;;X;
PROV6970;Kokpekti;Kokpekti;Kokpekti;Kokpekti;Kokpekti;Kokpekti;Kokpekti;Kokpekti;;;X;
PROV6971;Zaysan;Zaysan;Zaysan;Zaysan;Zaysan;Zaysan;Zaysan;Zaysan;;;X;
PROV6972;Ridder;Ridder;Ridder;Ridder;Ridder;Ridder;Ridder;Ridder;;;X;
PROV6973;Ulken Naryn;Ulken Naryn;Ulken Naryn;Ulken Naryn;Ulken Naryn;Ulken Naryn;Ulken Naryn;Ulken Naryn;;;X;
PROV6974;Ermak;Ermak;Ermak;Ermak;Ermak;Ermak;Ermak;Ermak;;;X;
PROV6975;Qashyr;Qashyr;Qashyr;Qashyr;Qashyr;Qashyr;Qashyr;Qashyr;;;X;
PROV6976;Ertis;Ertis;Ertis;Ertis;Ertis;Ertis;Ertis;Ertis;;;X;
PROV6977;Khuday Mendy;Khuday Mendy;Khuday Mendy;Khuday Mendy;Khuday Mendy;Khuday Mendy;Khuday Mendy;Khuday Mendy;;;X;
PROV6978;Qarauyl;Qarauyl;Qarauyl;Qarauyl;Qarauyl;Qarauyl;Qarauyl;Qarauyl;;;X;
PROV6979;Aqsu-Ayuly;Aqsu-Ayuly;Aqsu-Ayuly;Aqsu-Ayuly;Aqsu-Ayuly;Aqsu-Ayuly;Aqsu-Ayuly;Aqsu-Ayuly;;;X;
PROV6980;Kievka;Kievka;Kievka;Kievka;Kievka;Kievka;Kievka;Kievka;;;X;
PROV6981;Qorghalzhyn;Qorghalzhyn;Qorghalzhyn;Qorghalzhyn;Qorghalzhyn;Qorghalzhyn;Qorghalzhyn;Qorghalzhyn;;;X;
PROV6982;Torghay;Torghay;Torghay;Torghay;Torghay;Torghay;Torghay;Torghay;;;X;
PROV6983;Amangeldi;Amangeldi;Amangeldi;Amangeldi;Amangeldi;Amangeldi;Amangeldi;Amangeldi;;;X;
PROV6984;Sergeev;Sergeev;Sergeev;Sergeev;Sergeev;Sergeev;Sergeev;Sergeev;;;X;
PROV6985;Esil;Esil;Esil;Esil;Esil;Esil;Esil;Esil;;;X;
PROV6986;Qarasu;Qarasu;Qarasu;Qarasu;Qarasu;Qarasu;Qarasu;Qarasu;;;X;
PROV6987;Auliekol;Auliekol;Auliekol;Auliekol;Auliekol;Auliekol;Auliekol;Auliekol;;;X;
PROV6988;Saumalkol;Saumalkol;Saumalkol;Saumalkol;Saumalkol;Saumalkol;Saumalkol;Saumalkol;;;X;
PROV6989;Qarabutaq;Qarabutaq;Qarabutaq;Qarabutaq;Qarabutaq;Qarabutaq;Qarabutaq;Qarabutaq;;;X;
PROV6990;Temir;Temir;Temir;Temir;Temir;Temir;Temir;Temir;;;X;
PROV6991;Algha;Algha;Algha;Algha;Algha;Algha;Algha;Algha;;;X;
PROV6992;Lbishchensk;Lbishchensk;Lbishchensk;Lbishchensk;Lbishchensk;Lbishchensk;Lbishchensk;Lbishchensk;;;X;
PROV6993;Kamenka;Kamenka;Kamenka;Kamenka;Kamenka;Kamenka;Kamenka;Kamenka;;;X;
PROV6994;Dzhambeyty;Dzhambeyty;Dzhambeyty;Dzhambeyty;Dzhambeyty;Dzhambeyty;Dzhambeyty;Dzhambeyty;;;X;
PROV6995;Otes;Otes;Otes;Otes;Otes;Otes;Otes;Otes;;;X;
PROV6996;Kabakhty;Kabakhty;Kabakhty;Kabakhty;Kabakhty;Kabakhty;Kabakhty;Kabakhty;;;X;
PROV6997;Zhylaya Kosa;Zhylaya Kosa;Zhylaya Kosa;Zhylaya Kosa;Zhylaya Kosa;Zhylaya Kosa;Zhylaya Kosa;Zhylaya Kosa;;;X;
PROV6998;Bayghanin;Bayghanin;Bayghanin;Bayghanin;Bayghanin;Bayghanin;Bayghanin;Bayghanin;;;X;
PROV6999;Ust'-Ulagan;Ust'-Ulagan;Ust'-Ulagan;Ust'-Ulagan;Ust'-Ulagan;Ust'-Ulagan;Ust'-Ulagan;Ust'-Ulagan;;;X;
PROV7000;Altajskij;Altajskij;Altajskij;Altajskij;Altajskij;Altajskij;Altajskij;Altajskij;;;X;
PROV7001;Matur;Matur;Matur;Matur;Matur;Matur;Matur;Matur;;;X;
PROV7002;Luga;Luga;Luga;Luga;Luga;Luga;Luga;Luga;;;X;
PROV7003;Kir'jasaly;Kir'jasaly;Kir'jasaly;Kir'jasaly;Kir'jasaly;Kir'jasaly;Kir'jasaly;Kir'jasaly;;;X;
PROV7004;Hawar;Hawar;Hawar;Hawar;Hawar;Hawar;Hawar;Hawar;;;X;
PROV7005;Mirbat;Mirbat;Mirbat;Mirbat;Mirbat;Mirbat;Mirbat;Mirbat;;;X;
PROV7006;al-Hallaniyya;al-Hallaniyya;al-Hallaniyya;al-Hallaniyya;al-Hallaniyya;al-Hallaniyya;al-Hallaniyya;al-Hallaniyya;;;X;
PROV7007;Bahla';Bahla';Bahla';Bahla';Bahla';Bahla';Bahla';Bahla';;;X;
PROV7008;Saham;Saham;Saham;Saham;Saham;Saham;Saham;Saham;;;X;
PROV7009;al-Buraimi;al-Buraimi;al-Buraimi;al-Buraimi;al-Buraimi;al-Buraimi;al-Buraimi;al-Buraimi;;;X;
PROV7010;al-Ashkhara;al-Ashkhara;al-Ashkhara;al-Ashkhara;al-Ashkhara;al-Ashkhara;al-Ashkhara;al-Ashkhara;;;X;
PROV7011;Dawwah;Dawwah;Dawwah;Dawwah;Dawwah;Dawwah;Dawwah;Dawwah;;;X;
PROV7012;Fugaira;Fugaira;Fugaira;Fugaira;Fugaira;Fugaira;Fugaira;Fugaira;;;X;
PROV7013;al-Shariqa;al-Shariqa;al-Shariqa;al-Shariqa;al-Shariqa;al-Shariqa;al-Shariqa;al-Shariqa;;;X;
PROV7014;Abu Musa;Abu Musa;Abu Musa;Abu Musa;Abu Musa;Abu Musa;Abu Musa;Abu Musa;;;X;
PROV7015;Wynyard;Wynyard;Wynyard;Wynyard;Wynyard;Wynyard;Wynyard;Wynyard;;;X;
